Cell Line;Collection Date;Created By Name;Experiment #;Freezerworks ID;Globally Unique Sample ID;Lab Member;Notes;Number of Aliquots Total;Number of Aliquots with Positions;Passage Number;Result;Sample Creation Date;Sample Creation Time;Sample Modification Date;Sample Modification Time;Sample Modified By;Sample Type;Source;Subject ID;Total Current Amount;Aliquot Modification Date;Aliquot Modification Time;Aliquot Modified By;Aliquot Notes;Aliquot Number;Aliquot Type;Aliquot/SubA Passage#;Aliquots Creation Date;Current Amount;Disposition;Freezer Alias;Freezer Name;Freezer Section;Globally Unique Aliquot ID;Initial Amount;Lab Member (sub-aliquots);Parent Aliquot ID;Position 1;Position 2;Position 3;Position 4;Position 5;Thaws;Unique Aliquot ID;Transaction Activity;Transaction Creation Date;Transaction Date;Transaction Notes;Transaction Time;Transaction User Name;Sample Notes
SUM44PE:Cas9x10;7/13/2017;admin;MJS_0118;100046;SQZ100046;Matt Sikora;;3;3;pX5;;8/18/2017;16:56:17;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;pX5;8/18/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100252A;;Matt Sikora;0;4;H;4;3;;0;100252;;;;;;;Continuous passage of pX2 (FWID 100043)
SUM44PE:Cas9x10;7/13/2017;admin;MJS_0118;100046;SQZ100046;Matt Sikora;;3;3;pX5;;8/18/2017;16:56:17;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;pX5;8/18/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100253A;;Matt Sikora;0;4;H;4;4;;0;100253;;;;;;;Continuous passage of pX2 (FWID 100043)
SUM44PE:Cas9x10;7/13/2017;admin;MJS_0118;100046;SQZ100046;Matt Sikora;;3;3;pX5;;8/18/2017;16:56:17;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;pX5;8/18/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100254A;;Matt Sikora;0;4;H;4;5;;0;100254;;;;;;;Continuous passage of pX2 (FWID 100043)
SUM44PE:Cas9x20;7/13/2017;admin;MJS_0118;100047;SQZ100047;Matt Sikora;;3;2;pX5;;8/18/2017;16:57:19;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;pX5;8/18/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100255A;;Matt Sikora;0;4;H;6;7;;0;100255;;;;;;;Continuous culture of xP2 (FWID 100044)
SUM44PE:Cas9x20;7/13/2017;admin;MJS_0118;100047;SQZ100047;Matt Sikora;;3;2;pX5;;8/18/2017;16:57:19;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;pX5;8/18/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100256A;;Matt Sikora;0;4;H;6;8;;0;100256;;;;;;;Continuous culture of xP2 (FWID 100044)
SUM44PE:Cas9x20;7/13/2017;admin;MJS_0118;100047;SQZ100047;Matt Sikora;;3;2;pX5;;8/18/2017;16:57:19;;;;;Sikora Lab;;0;11/30/2017;00:00:00;;;3;Cells;pX5;8/18/2017;;Used;;;;SQZ100257A;;Matt Sikora;0;;;;;;0;100257;;;;;;;Continuous culture of xP2 (FWID 100044)
HT1080 A11;4/23/2012;drao;;100048;SQZ100048;;;1;1;P3;;8/29/2017;10:10:13;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100258A;;Virshup;0;4;H;9;8;;0;100258;;;;;;;PORCN KO via Zinc-finger deletion. Loss of 19bp within exon 9, splices Exon 8 and 9 out.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080;9/24/2014;drao;;100049;SQZ100049;;;1;1;P2;;8/29/2017;10:23:31;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;P2;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100259A;;Virshup;0;4;H;9;7;;0;100259;;;;;;;
HT1080 C10;3/14/2017;drao;;100050;SQZ100050;;;1;1;P8;;8/29/2017;10:26:50;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;P8;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100260A;;Virshup;0;4;H;9;9;;0;100260;;;;;;;PORCN KO via zinc finger deletion. 12bp deletion in exon 9 into intron, definitely splices Exon 8 and 9 out.
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100261A;;Deviyani Rao;0;4;H;7;1;;0;100261;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;2;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100262A;;Deviyani Rao;0;4;H;7;2;;0;100262;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;3;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100263A;;Deviyani Rao;0;4;H;7;3;;0;100263;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;4;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100264A;;Deviyani Rao;0;4;H;7;4;;0;100264;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;5;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100265A;;Deviyani Rao;0;4;H;7;5;;0;100265;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;6;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100266A;;Deviyani Rao;0;4;H;7;6;;0;100266;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;7;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100267A;;Deviyani Rao;0;4;H;7;7;;0;100267;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).T1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;8;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100268A;;Deviyani Rao;0;4;H;7;8;;0;100268;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;9;Cells;P4;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100269A;;Deviyani Rao;0;4;H;7;9;;0;100269;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;2/14/2018;14:29:10;;;10;Cells;P4;8/29/2017;;Used;;;;SQZ100270A;;Deviyani Rao;0;;;;;;0;100270;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;1;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100271A;;Rebecca Ferguson;0;4;H;8;2;;0;100271;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;2;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100272A;;Rebecca Ferguson;0;4;H;8;3;;0;100272;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;3;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100273A;;Rebecca Ferguson;0;4;H;8;4;;0;100273;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;4;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100274A;;Rebecca Ferguson;0;4;H;8;5;;0;100274;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;5;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100275A;;Rebecca Ferguson;0;4;H;8;6;;0;100275;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;6;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100276A;;Rebecca Ferguson;0;4;H;8;7;;0;100276;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;7;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100277A;;Rebecca Ferguson;0;4;H;8;8;;0;100277;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;8/29/2017;00:00:00;;;8;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100278A;;Rebecca Ferguson;0;4;H;8;9;;0;100278;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;2/14/2018;14:30:44;;;9;Cells;P3;8/29/2017;;Used;;;;SQZ100279A;;Rebecca Ferguson;0;;;;;;0;100279;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080 C10;7/31/2017;drao;;100053;SQZ100053;;;5;5;P6;;8/29/2017;11:01:00;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;P6;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100280A;;Rebecca Ferguson;0;4;H;9;2;;0;100280;;;;;;;These cells were split and frozen down from a vial obtained from the Virshup lab.
HT1080 C10;7/31/2017;drao;;100053;SQZ100053;;;5;5;P6;;8/29/2017;11:01:00;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;2;Cells;P6;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100281A;;Rebecca Ferguson;0;4;H;9;3;;0;100281;;;;;;;These cells were split and frozen down from a vial obtained from the Virshup lab.
HT1080 C10;7/31/2017;drao;;100053;SQZ100053;;;5;5;P6;;8/29/2017;11:01:00;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;3;Cells;P6;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100282A;;Rebecca Ferguson;0;4;H;9;4;;0;100282;;;;;;;These cells were split and frozen down from a vial obtained from the Virshup lab.
HT1080 C10;7/31/2017;drao;;100053;SQZ100053;;;5;5;P6;;8/29/2017;11:01:00;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;4;Cells;P6;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100283A;;Rebecca Ferguson;0;4;H;9;5;;0;100283;;;;;;;These cells were split and frozen down from a vial obtained from the Virshup lab.
HT1080 C10;7/31/2017;drao;;100053;SQZ100053;;;5;5;P6;;8/29/2017;11:01:00;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;5;Cells;P6;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100284A;;Rebecca Ferguson;0;4;H;9;6;;0;100284;;;;;;;These cells were split and frozen down from a vial obtained from the Virshup lab.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;1;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100285A;;Deviyani Rao;0;4;I;1;1;;0;100285;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;2;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100286A;;Deviyani Rao;0;4;I;1;2;;0;100286;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;3;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100287A;;Deviyani Rao;0;4;I;1;3;;0;100287;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;4;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100288A;;Deviyani Rao;0;4;I;1;4;;0;100288;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;5;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100289A;;Deviyani Rao;0;4;I;1;5;;0;100289;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;6;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100290A;;Deviyani Rao;0;4;I;1;6;;0;100290;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;7;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100291A;;Deviyani Rao;0;4;I;1;7;;0;100291;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080;8/6/2017;drao;;100054;SQZ100054;;;8;8;P3;;8/29/2017;11:06:40;;;;;ATCC;;0;00/00/00;00:00:00;;;8;Cells;P3;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100292A;;Deviyani Rao;0;4;I;1;8;;0;100292;;;;;;;These cells were split and frozen down from a vial obtained from ATCC.
HT1080 C10;8/10/2017;drao;;100055;SQZ100055;;;6;6;P7;;8/29/2017;11:08:23;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;P7;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100293A;;Deviyani Rao;0;4;I;2;1;;0;100293;;;;;;;
HT1080 C10;8/10/2017;drao;;100055;SQZ100055;;;6;6;P7;;8/29/2017;11:08:23;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;2;Cells;P7;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100294A;;Deviyani Rao;0;4;I;2;2;;0;100294;;;;;;;
HT1080 C10;8/10/2017;drao;;100055;SQZ100055;;;6;6;P7;;8/29/2017;11:08:23;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;3;Cells;P7;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100295A;;Deviyani Rao;0;4;I;2;3;;0;100295;;;;;;;
HT1080 C10;8/10/2017;drao;;100055;SQZ100055;;;6;6;P7;;8/29/2017;11:08:23;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;4;Cells;P7;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100296A;;Deviyani Rao;0;4;I;2;4;;0;100296;;;;;;;
HT1080 C10;8/10/2017;drao;;100055;SQZ100055;;;6;6;P7;;8/29/2017;11:08:23;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;5;Cells;P7;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100297A;;Deviyani Rao;0;4;I;2;5;;0;100297;;;;;;;
HT1080 C10;8/10/2017;drao;;100055;SQZ100055;;;6;6;P7;;8/29/2017;11:08:23;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;6;Cells;P7;8/29/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100298A;;Deviyani Rao;0;4;I;2;6;;0;100298;;;;;;;
HT1080+WNT4;9/26/2017;drao;DMR005;100056;SQZ100056;;;2;2;3;;10/5/2017;14:32:24;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100299A;;DMR;0;4;I;2;7;;0;100299;;;;;;;Validated overexpression of WNT4 (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection maker = Blasticidin
HT1080+WNT4;9/26/2017;drao;DMR005;100056;SQZ100056;;;2;2;3;;10/5/2017;14:32:24;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100300A;;DMR;0;4;I;2;8;;0;100300;;;;;;;Validated overexpression of WNT4 (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection maker = Blasticidin
HT1080+WNT3A;9/26/2017;drao;DMR005;100057;SQZ100057;;;2;2;3;;10/5/2017;14:34:09;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100301A;;DMR;0;4;I;2;9;;0;100301;;;;;;;Validated overexpression of WNT3A (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection = Blasticidin
HT1080+WNT3A;9/26/2017;drao;DMR005;100057;SQZ100057;;;2;2;3;;10/5/2017;14:34:09;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100302A;;DMR;0;4;I;3;1;;0;100302;;;;;;;Validated overexpression of WNT3A (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection = Blasticidin
HT1080-A11+WNT4;9/26/2017;drao;DMR005;100058;SQZ100058;;;2;2;3;;10/5/2017;14:35:37;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100303A;;DMR;0;4;I;3;2;;0;100303;;;;;;;Validated overexpression of WNT4 (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection = Blasticidin For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;9/26/2017;drao;DMR005;100058;SQZ100058;;;2;2;3;;10/5/2017;14:35:37;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100304A;;DMR;0;4;I;3;3;;0;100304;;;;;;;Validated overexpression of WNT4 (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection = Blasticidin For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;9/26/2017;drao;DMR005;100059;SQZ100059;;;2;2;3;;10/5/2017;14:36:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100305A;;DMR;0;4;I;3;4;;0;100305;;;;;;;Validated overexpression of WNT3A (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection maker = Blasticidin For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;9/26/2017;drao;DMR005;100059;SQZ100059;;;2;2;3;;10/5/2017;14:36:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;3;10/5/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100306A;;DMR;0;4;I;3;5;;0;100306;;;;;;;Validated overexpression of WNT3A (DMR005), PLX304 vector, CMV promoter w/ stop codon = no V5 tag, selection maker = Blasticidin For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;5/31/2018;11:20:05;;;1;Cells;17;10/6/2017;;Used;;;;SQZ100307A;;RF;0;;;;;;0;100307;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;4/11/2019;16:02:16;;;2;Cells;17;10/6/2017;;Used;;;;SQZ100308A;;RF;0;;;;;;0;100308;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;17;10/6/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100309A;;RF;0;4;I;3;8;;0;100309;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;5/14/2019;15:15:56;;Checked out by EKB on 04/11/19 for growup and freezeback;4;Cells;17;10/6/2017;;Used;;;;SQZ100310A;;RF;0;;;;;;0;100310;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;4/11/2019;16:02:45;;Checked out by EKB;5;Cells;17;10/6/2017;;Used;;;;SQZ100311A;;RF;0;;;;;;0;100311;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;3/18/2019;14:56:57;;Checked out by EB on 11-5-18.;6;Cells;17;10/6/2017;;Used;;;;SQZ100312A;;RF;0;;;;;;0;100312;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
