Cell Line;Collection Date;Created By Name;Experiment #;Freezerworks ID;Globally Unique Sample ID;Lab Member;Notes;Number of Aliquots Total;Number of Aliquots with Positions;Passage Number;Result;Sample Creation Date;Sample Creation Time;Sample Modification Date;Sample Modification Time;Sample Modified By;Sample Type;Source;Subject ID;Total Current Amount;Aliquot Modification Date;Aliquot Modification Time;Aliquot Modified By;Aliquot Notes;Aliquot Number;Aliquot Type;Aliquot/SubA Passage#;Aliquots Creation Date;Current Amount;Disposition;Freezer Alias;Freezer Name;Freezer Section;Globally Unique Aliquot ID;Initial Amount;Lab Member (sub-aliquots);Parent Aliquot ID;Position 1;Position 2;Position 3;Position 4;Position 5;Thaws;Unique Aliquot ID;Transaction Activity;Transaction Creation Date;Transaction Date;Transaction Notes;Transaction Time;Transaction User Name;Sample Notes
MM134-WNT4;7/13/2018;drao;;100092;SQZ100092;;;5;5;17;;7/23/2018;07:54:42;;;;;Sikora Lab;;0;11/5/2019;12:29:04;;11-5-2019 MTS Checked out;4;Cells;17;7/23/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100564A;;DMR;0;4;J;4;2;;0;100564;;;;;;;These are MM134 that overexpress WNT4 made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT4;7/13/2018;drao;;100092;SQZ100092;;;5;5;17;;7/23/2018;07:54:42;;;;;Sikora Lab;;0;9/4/2019;11:55:03;;Thawed by MTS on 09.04.19;5;Cells;17;7/23/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100565A;;DMR;0;4;J;4;3;;0;100565;;;;;;;These are MM134 that overexpress WNT4 made by RF and frozen back by DMR. Blasticidin is used for selection.
MDA-MB-231;6/21/2018;drao;;100089;SQZ100089;;;10;9;1;;6/21/2018;09:35:59;;;;;ATCC;;0;00/00/00;00:00:00;;;3;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100566A;;Matt;100554;4;J;4;4;;0;100566;;;;;;;ATCC HTB-26. From ATCC "Mammary gland/breast, derived from metastatic site. Growth media is L-15+10%FBS." *Two vials sent with purchase (?)Lot: 70000792
MDA-MB-231;6/21/2018;drao;;100089;SQZ100089;;;10;9;1;;6/21/2018;09:35:59;;;;;ATCC;;0;00/00/00;00:00:00;;;4;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100567A;;Matt;100554;4;J;4;5;;0;100567;;;;;;;ATCC HTB-26. From ATCC "Mammary gland/breast, derived from metastatic site. Growth media is L-15+10%FBS." *Two vials sent with purchase (?)Lot: 70000792
MDA-MB-231;6/21/2018;drao;;100089;SQZ100089;;;10;9;1;;6/21/2018;09:35:59;;;;;ATCC;;0;00/00/00;00:00:00;;;5;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100568A;;Matt;100554;4;J;4;6;;0;100568;;;;;;;ATCC HTB-26. From ATCC "Mammary gland/breast, derived from metastatic site. Growth media is L-15+10%FBS." *Two vials sent with purchase (?)Lot: 70000792
MDA-MB-231;6/21/2018;drao;;100089;SQZ100089;;;10;9;1;;6/21/2018;09:35:59;;;;;ATCC;;0;00/00/00;00:00:00;;;6;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100569A;;Matt;100554;4;J;4;7;;0;100569;;;;;;;ATCC HTB-26. From ATCC "Mammary gland/breast, derived from metastatic site. Growth media is L-15+10%FBS." *Two vials sent with purchase (?)Lot: 70000792
PEO1;7/9/2018;ADMIN;;100093;SQZ100093;Matt Sikora;;5;5;p+2;;7/26/2018;15:26:02;;;;;Bitler Lab;;0;00/00/00;00:00:00;;;1;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100570A;;Matt;0;4;J;4;8;;0;100570;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;7/9/2018;ADMIN;;100093;SQZ100093;Matt Sikora;;5;5;p+2;;7/26/2018;15:26:02;;;;;Bitler Lab;;0;00/00/00;00:00:00;;;2;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100571A;;Matt;0;4;J;4;9;;0;100571;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;7/9/2018;ADMIN;;100093;SQZ100093;Matt Sikora;;5;5;p+2;;7/26/2018;15:26:02;;;;;Bitler Lab;;0;00/00/00;00:00:00;;;3;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100572A;;Matt;0;4;J;5;1;;0;100572;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;7/9/2018;ADMIN;;100093;SQZ100093;Matt Sikora;;5;5;p+2;;7/26/2018;15:26:02;;;;;Bitler Lab;;0;00/00/00;00:00:00;;;4;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100573A;;Matt;0;4;J;5;2;;0;100573;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;7/9/2018;ADMIN;;100093;SQZ100093;Matt Sikora;;5;5;p+2;;7/26/2018;15:26:02;;;;;Bitler Lab;;0;00/00/00;00:00:00;;;5;Cells;p+2;7/26/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100574A;;Matt;0;4;J;5;3;;0;100574;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
SUM44PE+WNT3A;7/23/2018;drao;;100094;SQZ100094;;;15;14;13;;7/27/2018;11:06:49;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;13;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100575A;;DMR;0;4;J;5;4;;0;100575;;;;;;;This cell line was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
SUM44PE+WNT3A;7/23/2018;drao;;100094;SQZ100094;;;15;14;13;;7/27/2018;11:06:49;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;13;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100576A;;DMR;0;4;J;5;5;;0;100576;;;;;;;This cell line was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
SUM44PE+WNT3A;7/23/2018;drao;;100094;SQZ100094;;;15;14;13;;7/27/2018;11:06:49;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;13;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100577A;;DMR;0;4;J;5;6;;0;100577;;;;;;;This cell line was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
SUM44PE+WNT3A;7/23/2018;drao;;100094;SQZ100094;;;15;14;13;;7/27/2018;11:06:49;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;13;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100578A;;DMR;0;4;J;5;7;;0;100578;;;;;;;This cell line was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
SUM44PE+WNT3A;7/23/2018;drao;;100094;SQZ100094;;;15;14;13;;7/27/2018;11:06:49;;;;;Sikora Lab;;0;11/1/2018;16:03:46;;Thawed by DMR on 9-24-18.;5;Cells;13;7/27/2018;;Used;;;;SQZ100579A;;DMR;0;;;;;;0;100579;;;;;;;This cell line was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
SUM44PE+WNT4;7/23/2018;drao;;100095;SQZ100095;;;15;12;13;;7/27/2018;11:12:02;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;13;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100580A;;DMR;0;4;J;5;9;;0;100580;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
SUM44PE+WNT4;7/23/2018;drao;;100095;SQZ100095;;;15;12;13;;7/27/2018;11:12:02;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;13;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100581A;;DMR;0;4;J;6;1;;0;100581;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
SUM44PE+WNT4;7/23/2018;drao;;100095;SQZ100095;;;15;12;13;;7/27/2018;11:12:02;;;;;Sikora Lab;;0;3/18/2019;07:28:32;;Thawd by DMR on 2-26-19.;3;Cells;13;7/27/2018;;Used;;;;SQZ100582A;;DMR;0;;;;;;0;100582;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
SUM44PE+WNT4;7/23/2018;drao;;100095;SQZ100095;;;15;12;13;;7/27/2018;11:12:02;;;;;Sikora Lab;;0;3/18/2019;14:57:48;;Thawed by RF on 11-7-18.;4;Cells;13;7/27/2018;;Used;;;;SQZ100583A;;DMR;0;;;;;;0;100583;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
SUM44PE+WNT4;7/23/2018;drao;;100095;SQZ100095;;;15;12;13;;7/27/2018;11:12:02;;;;;Sikora Lab;;0;11/1/2018;16:05:04;;Thawed by DMR on 9-24-18.;5;Cells;13;7/27/2018;;Used;;;;SQZ100584A;;DMR;0;;;;;;0;100584;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
HCC1428+WNT3A;7/23/2018;drao;;100096;SQZ100096;;;5;5;11;;7/27/2018;11:16:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100585A;;DMR;0;4;J;6;5;;0;100585;;;;;;;This cell lines was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
HCC1428+WNT3A;7/23/2018;drao;;100096;SQZ100096;;;5;5;11;;7/27/2018;11:16:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100586A;;DMR;0;4;J;6;6;;0;100586;;;;;;;This cell lines was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
HCC1428+WNT3A;7/23/2018;drao;;100096;SQZ100096;;;5;5;11;;7/27/2018;11:16:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100587A;;DMR;0;4;J;6;7;;0;100587;;;;;;;This cell lines was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
HCC1428+WNT3A;7/23/2018;drao;;100096;SQZ100096;;;5;5;11;;7/27/2018;11:16:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100588A;;DMR;0;4;J;6;8;;0;100588;;;;;;;This cell lines was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
HCC1428+WNT3A;7/23/2018;drao;;100096;SQZ100096;;;5;5;11;;7/27/2018;11:16:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100589A;;DMR;0;4;J;6;9;;0;100589;;;;;;;This cell lines was made by RF to stably over-express WNT3A. Blasticidin is used for selection.
HCC1428+WNT4;7/23/2018;drao;;100097;SQZ100097;;;5;5;11;;7/27/2018;11:21:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100590A;;DMR;0;4;J;7;1;;0;100590;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
HCC1428+WNT4;7/23/2018;drao;;100097;SQZ100097;;;5;5;11;;7/27/2018;11:21:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100591A;;DMR;0;4;J;7;2;;0;100591;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
HCC1428+WNT4;7/23/2018;drao;;100097;SQZ100097;;;5;5;11;;7/27/2018;11:21:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100592A;;DMR;0;4;J;7;3;;0;100592;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
HCC1428+WNT4;7/23/2018;drao;;100097;SQZ100097;;;5;5;11;;7/27/2018;11:21:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100593A;;DMR;0;4;J;7;4;;0;100593;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
HCC1428+WNT4;7/23/2018;drao;;100097;SQZ100097;;;5;5;11;;7/27/2018;11:21:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;11;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100594A;;DMR;0;4;J;7;5;;0;100594;;;;;;;This cell line was made by RF to stably over-express WNT4. Blasticidin is used for selection.
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;6;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100595A;;RF;100194;4;J;7;6;;0;100595;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;7;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100596A;;RF;100194;4;J;7;7;;0;100596;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;8;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100597A;;RF;100194;4;J;7;8;;0;100597;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;9;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100598A;;RF;100194;4;J;7;9;;0;100598;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;10;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100599A;;RF;100194;4;J;8;1;;0;100599;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;11;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100600A;;RF;100194;4;J;8;2;;0;100600;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;12;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100601A;;RF;100194;4;J;8;3;;0;100601;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
CAMA-1;4/7/2017;admin;;100036;SQZ100036;Matt Sikora;;18;14;p+8;;4/12/2017;15:32:03;;;;;U. Michigan;;0;00/00/00;00:00:00;;;13;Cells;12;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100602A;;RF;100194;4;J;8;4;;0;100602;;;;;;;Obtained from Rae laboratory, J. Thibert freezebacks
MCF-7;3/16/2017;admin;;100025;ZZZ100059;Matt Sikora;;26;21;p143;;3/24/2017;15:19:12;;;;;UM/LCCC;;0;00/00/00;00:00:00;;Frozen back on 07.11.18;16;Cells;145;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100603A;;EKB;100154;1;F;1;1;;0;100603;;;;;;;From Rae Lab, Sikora 2009 freezeback.
MCF-7;3/16/2017;admin;;100025;ZZZ100059;Matt Sikora;;26;21;p143;;3/24/2017;15:19:12;;;;;UM/LCCC;;0;00/00/00;00:00:00;;Frozen back on 07.11.18;17;Cells;145;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100604A;;EKB;100154;1;F;1;2;;0;100604;;;;;;;From Rae Lab, Sikora 2009 freezeback.
MCF-7;3/16/2017;admin;;100025;ZZZ100059;Matt Sikora;;26;21;p143;;3/24/2017;15:19:12;;;;;UM/LCCC;;0;00/00/00;00:00:00;;Frozen back on 07.11.18;18;Cells;145;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100605A;;EKB;100154;1;F;1;3;;0;100605;;;;;;;From Rae Lab, Sikora 2009 freezeback.
MCF-7;3/16/2017;admin;;100025;ZZZ100059;Matt Sikora;;26;21;p143;;3/24/2017;15:19:12;;;;;UM/LCCC;;0;00/00/00;00:00:00;;Frozen back on 07.11.18;19;Cells;145;7/27/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100606A;;EKB;100154;1;F;1;4;;0;100606;;;;;;;From Rae Lab, Sikora 2009 freezeback.
MCF-7;3/16/2017;admin;;100025;ZZZ100059;Matt Sikora;;26;21;p143;;3/24/2017;15:19:12;;;;;UM/LCCC;;0;11/1/2019;16:36:37;;Frozen back on 07.11.18 Thawed by EKB on 11.01.19;20;Cells;145;7/27/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100607A;;EKB;100154;1;F;1;5;;0;100607;;;;;;;From Rae Lab, Sikora 2009 freezeback.
RL95-2;6/21/2018;ADMIN;;100090;SQZ100090;;;5;4;p1;;7/10/2018;12:03:56;;;;;ATCC;;0;00/00/00;00:00:00;;7/27/2018;2;Cells;p3;8/3/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100608A;;Matt;100555;4;F;8;6;;0;100608;;;;;;;RL95-2 (ATCC CRL-1971); endometrial cancer Lot: 62130010
RL95-2;6/21/2018;ADMIN;;100090;SQZ100090;;;5;4;p1;;7/10/2018;12:03:56;;;;;ATCC;;0;00/00/00;00:00:00;;7/27/2018;3;Cells;p3;8/3/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100609A;;Matt;100555;4;F;8;7;;0;100609;;;;;;;RL95-2 (ATCC CRL-1971); endometrial cancer Lot: 62130010
RL95-2;6/21/2018;ADMIN;;100090;SQZ100090;;;5;4;p1;;7/10/2018;12:03:56;;;;;ATCC;;0;00/00/00;00:00:00;;7/27/2018;4;Cells;p3;8/3/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100610A;;Matt;100555;4;F;8;8;;0;100610;;;;;;;RL95-2 (ATCC CRL-1971); endometrial cancer Lot: 62130010
RL95-2;6/21/2018;ADMIN;;100090;SQZ100090;;;5;4;p1;;7/10/2018;12:03:56;;;;;ATCC;;0;00/00/00;00:00:00;;7/27/2018;5;Cells;p3;8/3/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100611A;;Matt;100555;4;F;8;9;;0;100611;;;;;;;RL95-2 (ATCC CRL-1971); endometrial cancer Lot: 62130010
MDA MB 134VI (MM134);2/13/2017;admin;;100011;ZZZ100044;Matt Sikora;;21;14;p+36;;2/17/2017;14:34:42;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;Freezeback from flask previously provided by RF;11;Cells;47;8/8/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100612A;;EKB;100067;1;F;2;1;;0;100612;;;;;;;Continuous maintenance from p+33 (FWID 100000)
MDA MB 134VI (MM134);2/13/2017;admin;;100011;ZZZ100044;Matt Sikora;;21;14;p+36;;2/17/2017;14:34:42;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;Freezeback from flask previously provided by RF;12;Cells;47;8/8/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100613A;;EKB;100067;1;F;2;2;;0;100613;;;;;;;Continuous maintenance from p+33 (FWID 100000)
PEO1:WNT3A;8/3/2018;ADMIN;MJS_C020;100098;SQZ100098;Matt Sikora;;4;4;p+2;;8/17/2018;11:31:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100615A;;Matt;0;4;J;8;5;;0;100615;;;;;;;
PEO1:WNT3A;8/3/2018;ADMIN;MJS_C020;100098;SQZ100098;Matt Sikora;;4;4;p+2;;8/17/2018;11:31:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100616A;;Matt;0;4;J;8;6;;0;100616;;;;;;;
PEO1:WNT3A;8/3/2018;ADMIN;MJS_C020;100098;SQZ100098;Matt Sikora;;4;4;p+2;;8/17/2018;11:31:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100617A;;Matt;0;4;J;8;7;;0;100617;;;;;;;
PEO1:WNT3A;8/3/2018;ADMIN;MJS_C020;100098;SQZ100098;Matt Sikora;;4;4;p+2;;8/17/2018;11:31:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100618A;;Matt;0;4;J;8;8;;0;100618;;;;;;;
PEO1:WNT4;8/10/2018;ADMIN;MJS_C020;100099;SQZ100099;Matt Sikora;;3;3;p+2;;8/17/2018;11:33:37;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100619A;;Matt;0;4;J;8;9;;0;100619;;;;;;;
PEO1:WNT4;8/10/2018;ADMIN;MJS_C020;100099;SQZ100099;Matt Sikora;;3;3;p+2;;8/17/2018;11:33:37;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100620A;;Matt;0;4;J;9;1;;0;100620;;;;;;;
PEO1:WNT4;8/10/2018;ADMIN;MJS_C020;100099;SQZ100099;Matt Sikora;;3;3;p+2;;8/17/2018;11:33:37;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;p+2;8/17/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100621A;;Matt;0;4;J;9;2;;0;100621;;;;;;;
PEO1;8/23/2018;drao;;100100;SQZ100100;;;9;6;12;;8/28/2018;09:32:45;;;;;Bitler Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;1;Cells;12;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100622A;;DMR;0;4;D;1;1;;0;100622;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;8/23/2018;drao;;100100;SQZ100100;;;9;6;12;;8/28/2018;09:32:45;;;;;Bitler Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;2;Cells;12;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100623A;;DMR;0;4;D;1;2;;0;100623;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;8/23/2018;drao;;100100;SQZ100100;;;9;6;12;;8/28/2018;09:32:45;;;;;Bitler Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;3;Cells;12;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100624A;;DMR;0;4;D;1;3;;0;100624;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;8/23/2018;drao;;100100;SQZ100100;;;9;6;12;;8/28/2018;09:32:45;;;;;Bitler Lab;;0;8/19/2019;14:20:37;;Frozen back by DMR on 8-23-18;4;Cells;12;8/28/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100625A;;DMR;0;4;D;1;4;;0;100625;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1;8/23/2018;drao;;100100;SQZ100100;;;9;6;12;;8/28/2018;09:32:45;;;;;Bitler Lab;;0;11/1/2018;09:21:25;;Frozen back by DMR on 8-23-18. Checked out by DMR on 10-18-18.;5;Cells;12;8/28/2018;;Used;;;;SQZ100626A;;DMR;0;;;;;;0;100626;;;;;;;Obtained from Ben Bitler (CU Anschutz), unknown starting passage.
PEO1:WNT3A;8/23/2018;drao;;100101;SQZ100101;;;9;6;8;;8/28/2018;09:35:52;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;1;Cells;8;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100627A;;DMR;0;4;D;1;6;;0;100627;;;;;;;Wildtype obtained from Ben Bitler (CU Anschutz), with unknown starting passage. Overexpression of WNT3A via viral transduction performed by T. Yamamoto (Bitler Lab).
PEO1:WNT3A;8/23/2018;drao;;100101;SQZ100101;;;9;6;8;;8/28/2018;09:35:52;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;2;Cells;8;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100628A;;DMR;0;4;D;1;7;;0;100628;;;;;;;Wildtype obtained from Ben Bitler (CU Anschutz), with unknown starting passage. Overexpression of WNT3A via viral transduction performed by T. Yamamoto (Bitler Lab).
PEO1:WNT3A;8/23/2018;drao;;100101;SQZ100101;;;9;6;8;;8/28/2018;09:35:52;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;3;Cells;8;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100629A;;DMR;0;4;D;1;8;;0;100629;;;;;;;Wildtype obtained from Ben Bitler (CU Anschutz), with unknown starting passage. Overexpression of WNT3A via viral transduction performed by T. Yamamoto (Bitler Lab).
PEO1:WNT3A;8/23/2018;drao;;100101;SQZ100101;;;9;6;8;;8/28/2018;09:35:52;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Frozen back by DMR on 8-23-18;4;Cells;8;8/28/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100630A;;DMR;0;4;D;1;9;;0;100630;;;;;;;Wildtype obtained from Ben Bitler (CU Anschutz), with unknown starting passage. Overexpression of WNT3A via viral transduction performed by T. Yamamoto (Bitler Lab).
PEO1:WNT3A;8/23/2018;drao;;100101;SQZ100101;;;9;6;8;;8/28/2018;09:35:52;;;;;Sikora Lab;;0;11/1/2018;09:22:23;;Frozen back by DMR on 8-23-18. Checked out by DMR on 10-18-18.;5;Cells;8;8/28/2018;;Used;;;;SQZ100631A;;DMR;0;;;;;;0;100631;;;;;;;Wildtype obtained from Ben Bitler (CU Anschutz), with unknown starting passage. Overexpression of WNT3A via viral transduction performed by T. Yamamoto (Bitler Lab).
